token_type,token_address,receiver,value
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x9062a96b9e947b2b57283e705c97b871f5eb6561,7631.7955000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x25e4723f5859952d807ca1339e010c30e06656af,7572.2716000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x1426fbd146942e153653863cbe633780c17268da,6000.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x0f28fa701eda5db150f2c6ccfa220e75cd839efe,5905.0905000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xbc0a24a17caed0dbca77e564159c188c7aaacab7,5900.2172000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xe646e22e0fc1b0f49cd828acca2c9ad42f681115,4497.6385000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x9e825de7d9f9876b35a2785f50355ccc59f22541,4151.1311000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x97a10c045fcb083e1807d63519431a8ff776dc05,4114.6408000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x2ffe1cebbd2e6934f1a9e2bc4a0940d8c78cff6d,4112.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xb6a960e019e2068084bdd23fbc26593bb1965cd0,4093.5289000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xd164984268bc6e81ce9a5109c955b96e4edbee89,3439.0528000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x451248229712d6f207ff9466d8d3a33cb59d103c,3268.9894000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xd4437a5e053a011b6aecef4efea5a4f15d1b400d,3000.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x0fa11d9d60c102edf601ee5fa11b84e640541982,2836.7592000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xc1ef94c5a6de970ce6fb1f4c28af352ba046a63b,2535.9359000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x59512422af0709c7cab8285838975cd8d7c7ce7d,2426.2240000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xe347d593d62be9d012448f9f7adf6e24954267d5,2413.3416000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x41df0d7108aa67aa76d8072a91edc2fddbc9783a,2386.5104000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x0e905f4acabf5914b71d2fde1427a46dd2a037c5,1943.9155000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x8664cedfbfd62980211acefcd4919c72237d801b,1739.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x9f572ac4a20eb83b067cf9fb8d4452041a302acb,1300.1379000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x407f9e8c06371b9f2b2faa4f98c233253d817308,1299.0490000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x9b8008224cb42e8346e6ba975cd12702aa0c57cb,1200.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x7eee11505ff2b2e1c9d984760602b5eee76d499f,1143.7785000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xb7338951d8aaf32ec72e72aff962aa0ee315cc6b,1021.2866000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xddc570bafd31c4a3545a3d742b9d022e78a9cb7f,959.6529000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xde0ab4455b0d213f90238e1fe5b057324832f389,675.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x5af27e3663c17e1b641d2698a1270a1fc7a20c59,577.2474000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x23b97fb0301883863bbbd8238d11fd51e95e7315,500.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xa406350e53c905c881aa346cf14c703a52a9b593,413.8098000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xf7af0b2277a6caa0d8a3a1b1ea21f5c6e13dca74,398.9772000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x5e927d6d547254dcfab48c18b2314757ab931150,362.9500000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xa2676434160df812594d53a51a63a46981411c2a,237.2594000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xb3902cd8318c4648e18dfe6afce125a331f1a787,190.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x88a272392fdc5180bf7d20b77cb53bea57e0f580,183.1385000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xfef5ea9673d8dc1461dc3e6218c3dbcb3e70b939,155.1903000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xefa168d4231b1ed0711260360647db6281c1ebbb,148.3759000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x559f046932523496a9e8a22372121936706f5633,10.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xb9b6cec863aea619be2e1f2739e57854ff3f9d8b,10.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x7dc005b44859ef5e1c66f99138acc57796bd5b42,10.0000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0x0d473456255c5c1abb4809fd3194a57a6287b568,0.50000000000000000000
erc20,0xD057604A14982FE8D88c5fC25Aac3267eA142a08,0xd45ad60eb8444529e52de6a8ec03d9769ee78149,0.03400000000000000000
